Date,Open,High,Low,Close
11/13/2019,52.24,52.33,51.64,51.64
11/14/2019,51.64,52.07,49.08,49.76
11/15/2019,49.76,50.19,49.25,50.02
11/18/2019,49.85,50.19,48.74,49.08
11/19/2019,49.17,49.76,49.08,49.76
11/20/2019,49.68,49.68,48.31,48.48
11/21/2019,48.48,48.74,47.72,47.8
11/22/2019,48.06,48.74,47.37,47.8
11/25/2019,47.89,48.66,47.63,48.31
11/26/2019,48.66,48.83,48.48,48.74
11/27/2019,48.83,49,48.57,48.66
11/28/2019,48.57,48.57,47.63,47.8
11/29/2019,47.8,48.48,47.63,48.14
12/2/2019,48.23,48.23,46.61,46.61
12/3/2019,46.27,47.12,45.5,46.52
12/4/2019,46.52,47.37,46.09,47.29
12/5/2019,47.37,47.63,46.78,46.86
12/6/2019,46.95,47.29,46.69,46.95
12/9/2019,47.12,47.63,46.95,47.2
12/10/2019,47.2,47.63,46.78,47.37
12/11/2019,47.37,48.31,47.12,48.23
12/12/2019,48.48,48.83,48.4,48.66
12/13/2019,48.83,49.08,48.57,48.74
12/16/2019,48.74,48.74,48.14,48.23
12/17/2019,47.97,48.14,47.03,47.29
12/18/2019,47.29,47.8,46.95,47.37
12/19/2019,47.37,47.97,47.29,47.63
12/20/2019,47.8,48.4,47.63,48.23
12/23/2019,48.57,48.66,47.8,47.89
12/24/2019,48.06,48.23,47.89,48.14
12/25/2019,48.14,49.42,48.14,49.08
12/26/2019,49.34,49.59,49,49
12/27/2019,49,49.34,48.48,49.17
12/30/2019,49.34,50.28,49.17,50.02
12/31/2019,50.02,50.11,49.51,49.76
1/2/2020,49.76,50.36,49.51,50.02
1/3/2020,50.28,50.45,49,49.17
1/6/2020,48.74,49.17,48.48,48.66
1/7/2020,48.91,49.59,48.66,49.59
1/8/2020,49.08,49.25,48.48,48.48
1/9/2020,48.91,49.25,48.74,49.17
1/10/2020,49.08,49.34,48.74,49.08
1/13/2020,49,49.17,48.66,48.74
1/14/2020,48.74,49,48.66,48.66
1/15/2020,48.66,48.74,48.48,48.66
1/16/2020,48.66,49.68,48.66,49.51
1/17/2020,49.51,49.59,48.66,49.17
1/20/2020,49.08,49.51,48.83,49
1/21/2020,49.34,49.51,47.37,47.37
1/22/2020,46.95,48.23,46.69,48.23
1/30/2020,47.2,47.63,46.01,46.69
1/31/2020,46.09,46.86,44.39,44.39
2/3/2020,42.34,44.81,41.83,43.96
2/4/2020,44.64,44.73,43.53,44.22
2/5/2020,44.64,45.07,44.39,44.39
2/6/2020,44.81,45.75,44.22,45.75
2/7/2020,45.41,45.67,45.07,45.5
2/10/2020,44.73,45.24,44.47,44.9
2/11/2020,45.16,45.84,44.98,45.75
2/12/2020,45.92,46.69,45.84,46.18
2/13/2020,46.18,46.44,45.84,46.35
2/14/2020,46.18,46.52,46.09,46.52
2/17/2020,46.61,46.61,46.09,46.27
2/18/2020,46.44,47.8,46.35,47.8
2/19/2020,47.72,47.97,47.37,47.55
2/20/2020,47.89,48.14,47.37,47.63
2/21/2020,47.72,47.72,46.69,46.69
2/24/2020,45.33,46.01,44.81,44.81
2/25/2020,44.47,46.09,44.39,46.09
2/26/2020,45.58,47.12,45.24,46.95
2/27/2020,46.95,48.23,46.61,47.8
2/28/2020,46.95,47.55,46.61,47.03
3/2/2020,47.03,47.97,46.78,47.55
3/3/2020,47.97,48.57,47.55,47.72
3/4/2020,47.37,47.37,46.86,47.37
3/5/2020,47.37,47.72,46.61,46.61
3/6/2020,46.27,46.35,45.67,46.09
3/9/2020,43.7,44.39,42.94,42.94
3/10/2020,43.53,44.39,42.94,44.13
3/11/2020,44.39,44.81,42.25,43.36
3/12/2020,41.48,42.08,40.38,41.06
3/13/2020,38.67,42.68,38.58,41.1
3/16/2020,41.1,42.42,40.55,40.63
3/17/2020,40.12,41.4,39.69,41.4
3/18/2020,41.83,41.91,41.27,41.31
3/19/2020,40.63,41.06,40.63,40.72
3/20/2020,41.14,41.19,40.42,40.72
3/23/2020,39.35,39.82,37.9,37.9
3/24/2020,38.41,38.41,37.13,37.99
3/25/2020,39.27,39.61,38.54,39.27
3/26/2020,38.84,39.14,37.73,37.73
3/27/2020,37.9,37.9,36.62,36.79
3/30/2020,34.57,35.08,34.23,34.49
3/31/2020,35.51,36.19,34.23,35.08
4/1/2020,34.83,36.88,34.83,36.11
4/3/2020,36.7,38.11,36.7,38.07
4/6/2020,39.27,40.55,38.84,40.55
4/7/2020,40.55,40.72,39.69,40.38
4/8/2020,39.35,40.16,39.05,39.99
4/9/2020,40.12,40.63,39.69,39.99
4/10/2020,39.78,40.12,39.18,39.61
4/13/2020,39.61,40.12,39.35,39.69
4/14/2020,40.63,42.25,40.12,42.25
4/15/2020,43.11,43.36,42.55,42.77
4/16/2020,42.42,43.36,42.08,42.94
4/17/2020,43.7,43.79,42.85,43.7
4/20/2020,44.3,44.39,43.28,43.79
4/21/2020,43.11,43.45,41.74,42.08
4/22/2020,41.66,43.7,41.57,43.62
4/23/2020,44.47,44.56,43.53,43.53
4/24/2020,43.45,43.7,42.77,43.53
4/27/2020,43.96,43.96,43.11,43.28
4/28/2020,43.28,43.36,42.85,43.28
4/29/2020,43.36,43.88,43.11,43.36
5/4/2020,42.85,43.45,42.68,43.11
5/5/2020,43.36,43.53,43.02,43.45
5/6/2020,43.53,45.33,43.53,45.16
5/7/2020,45.24,45.67,44.73,45.67
5/8/2020,45.75,47.03,45.75,45.84
5/11/2020,46.09,46.44,45.5,46.09
5/12/2020,46.09,46.44,45.75,46.44
5/13/2020,47.5,49.55,47.45,49.35
5/14/2020,48.95,49.1,48.5,48.7
5/15/2020,48.3,48.9,47.75,48
5/18/2020,47.5,48.35,47.4,48.35
5/19/2020,49.2,49.6,48.6,49.25
5/20/2020,49,49,48.55,48.9
5/21/2020,48.9,49.3,48.85,49.3
5/22/2020,49,49,48.45,48.45
5/25/2020,48.45,48.6,47.8,48.45
5/26/2020,48.5,48.8,48.35,48.8
5/27/2020,48.9,49.4,48,48
5/28/2020,48.2,48.6,48,48
5/29/2020,48,48.1,47.5,47.95
6/1/2020,48,48.35,48,48.3
6/2/2020,48.3,48.4,48,48
6/3/2020,48,48.95,47.9,48.65
6/4/2020,48.9,48.9,48.4,48.4
6/5/2020,48.4,48.7,48.15,48.7
6/8/2020,49,50,49,49.35
6/9/2020,49.6,49.6,48.9,48.95
6/10/2020,49,49,48.45,48.8
6/11/2020,48.8,48.8,46,46
6/12/2020,45,47,45,47
6/15/2020,48,48,45.9,46
6/16/2020,46.6,46.8,46.3,46.6
6/17/2020,46.7,46.75,46.25,46.35
6/18/2020,46.3,46.7,46.15,46.6
6/19/2020,46.6,47,46.6,46.95
6/22/2020,47,47,46.85,47
6/23/2020,46.95,48.4,46.75,47.55
6/24/2020,47.9,47.95,47.05,47.2
6/25/2020,46.65,47.1,46.6,46.8
6/26/2020,46.8,47.15,46.7,46.85
6/29/2020,46.6,46.6,45.85,46.05
6/30/2020,46.15,46.4,45.4,45.65
7/1/2020,46,46.3,45.8,46.2
7/2/2020,46.3,46.3,45.95,46.15
7/3/2020,46.5,46.5,46.1,46.25
7/6/2020,46.5,46.95,46.3,46.8
7/7/2020,47,47.9,47,47.45
7/8/2020,47.3,47.9,47.3,47.7
7/9/2020,47.9,48.4,47.9,48.35
7/10/2020,48.1,48.2,47.5,47.8
7/13/2020,48,48.95,47.75,48.65
7/14/2020,48.35,48.85,48.3,48.55
7/15/2020,48.75,48.95,48.4,48.6
7/16/2020,48.55,48.75,48.4,48.6
7/17/2020,48.5,48.5,48.1,48.1
7/20/2020,48.1,48.2,47.35,47.4
7/21/2020,47.5,47.95,47.25,47.8
7/22/2020,48,48,47.3,47.4
7/23/2020,47.4,47.75,47.1,47.75
7/24/2020,47.4,47.55,45.5,45.9
7/27/2020,45,45.9,43.6,43.7
7/28/2020,44.4,45.8,44.15,45.7
7/29/2020,44.4,44.9,43.8,44.55
7/30/2020,44.6,45.15,44.6,45.15
7/31/2020,44,45.2,44,44.5
8/3/2020,44.6,45.9,44.6,45.9
8/4/2020,46.5,46.8,46.2,46.55
8/5/2020,46.55,47.15,46.3,47
8/6/2020,47,47.25,46.7,46.8
8/7/2020,46.8,47.8,46.8,47.1
8/10/2020,47.35,47.8,47.1,47.2
